Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
615,4580,Mr Wilfredo Schmidt DVM,Mr,Male,1,Married,33,2019-02-26,10/31/2021,Inactive,10/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1991
616,4827,Charlotte Bauch,Mr,Male,3,Single,8,2019-07-24,2/28/2022,Inactive,2/28/2022,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1993
617,4684,Marcelo Lubowitz II,Mr,Male,5,Single,33,2019-04-23,0000-00-00,Inactive,9/29/2020,\N,\N,Staff,Contarct Basis,Muslim,Site Engineer,1994
618,4829,Fermin Medhurst,Mr,Male,1,Married,64,2019-07-24,2/26/2022,Inactive,2/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1984
619,4831,Jamie Ortiz,Mr,Male,1,Single,27,2019-07-23,7/30/2021,Inactive,7/30/2021,1333,\N,Staff,Contarct Basis,Buddhist,Supervisor,1991
620,4832,Jacky Luettgen,Mr,Male,1,Single,27,2019-07-23,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Supervisor,1993
621,4810,Prof Vinnie Waelchi,Mr,Male,1,Single,8,2019-07-01,11/30/2021,Inactive,11/30/2021,1538,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987
622,4862,Demetris Heaney,Mr,Male,1,Single,36,2019-09-15,0000-00-00,Inactive,11/23/2020,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1990
624,4863,Justina Tillman,Mr,Male,1,Single,108,2019-09-15,\N,Active,\N,624,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,1992
625,3950,Mr Giovani Schimmel,Mr,Male,1,Married,6,2018-06-02,2/12/2021,Inactive,2/12/2021,625,\N,Staff,Contarct Basis,Buddhist,Project Manager,1965
626,4864,Ricardo Fadel,Miss,Female,1,Single,48,2019-08-26,10/25/2021,Inactive,10/25/2021,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993
627,4865,Anita Sporer IV,Mr,Male,1,Single,22,2019-09-02,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1990
628,4867,Clifton Kerluke,Mr,Male,1,Married,6,2019-09-12,2/28/2022,Inactive,2/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1981
629,4868,Prof Newell Ondricka V,Mr,Male,1,Single,48,2019-09-16,4/30/2022,Inactive,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993
630,4869,John Halvorson,Mr,Male,1,Single,27,2019-08-22,4/30/2021,Inactive,4/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1989
631,4427,Khalid Lockman I,Mr,Male,1,Single,33,2018-12-26,\N,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1992
633,4815,Opal Yundt,Mr,Male,1,Married,33,2019-07-08,\N,Inactive,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1990
634,4871,Garrison Steuber,Mr,Male,1,Married,64,2019-09-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1971
635,4873,Laurianne Adams,Mr,Male,3,Single,27,2019-09-16,0000-00-00,Inactive,11/30/2020,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1996
636,4876,Mr Cooper Hills,Mr,Male,3,Single,36,2019-09-16,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1994
638,4883,Prof Alfreda Mills Jr,Mr,Male,1,Married,22,2019-09-26,\N,Inactive,9/17/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989
639,4884,Jeramie Simonis,Mr,Male,3,Single,22,2019-10-14,10/10/2022,Inactive,10/10/2022,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1989
640,4885,Oral Marks,Mr,Male,1,Married,8,2019-09-26,0000-00-00,Inactive,6/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1966
641,4887,Jaime Paucek,Mr,Male,1,Married,22,2019-10-01,0000-00-00,Inactive,7/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1987
642,4893,Ashlynn Balistreri,Mr,Male,3,Married,7,2019-10-10,4/30/2021,Inactive,4/30/2021,\N,\N,Staff,Contarct Basis,Hindu,Store Keeper,1952
643,4894,Ima Jast,Mr,Male,3,Married,22,2019-06-29,0000-00-00,Inactive,10/15/2020,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1985
644,4897,Prof Nannie Cole,Mr,Male,1,Single,8,2019-10-21,5/14/2022,Inactive,5/14/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1996
645,4903,Dedric Steuber,Mr,Male,3,Single,33,2019-10-28,1/23/2022,Inactive,1/23/2022,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1987
646,4909,Hollie Rath,Mr,Male,3,Married,36,2019-11-06,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1987
649,4914,Nolan Cronin Jr,Mr,Male,4,Married,6,2019-11-18,0000-00-00,Inactive,11/17/2020,649,\N,Staff,Contarct Basis,Catholic,Project Manager,1971
650,4916,Tate Hackett,Mr,Male,1,Married,64,2019-11-19,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1968
651,4918,Wayne Hartmann,Mr,Male,3,Married,6,2019-11-20,\N,Inactive,11/20/2020,651,\N,Staff,Contarct Basis,Hindu,Project Manager,1969
652,4919,Oma McGlynn,Mr,Male,3,Married,33,2019-11-20,0000-00-00,Inactive,10/10/2020,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1987
653,4920,Aleen Kub IV,Mr,Male,1,Married,7,2019-11-25,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1976
654,4922,Rogelio Wyman,Mr,Male,1,Married,64,2019-11-20,0000-00-00,Inactive,7/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1969
655,4923,Bernardo Roberts,Mr,Male,1,Single,54,2019-11-22,0000-00-00,Inactive,3/14/2020,\N,\N,Staff,Contarct Basis,Buddhist,Lab Technician,1981
656,4924,Jayde Gaylord DDS,Mr,Male,1,Married,35,2019-11-25,9/7/2021,Inactive,9/7/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1992
658,4928,Clarabelle Smitham,Mr,Male,1,Married,8,2019-12-02,0000-00-00,Inactive,9/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
659,326,Missouri Satterfield,Mr,Male,3,Married,8,2005-11-28,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1981
660,4420,Mikel Rutherford,Mr,Male,1,Married,102,2018-12-01,\N,Inactive,8/22/2020,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver,1978
662,4692,Bettie Rowe,Mr,Male,1,Single,39,2019-01-04,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer-Trainee,1993
663,4720,Sarina Christiansen,Mr,Male,1,Single,7,2019-05-02,0000-00-00,Inactive,7/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1993
664,4820,Dr Jazmyne Farrell MD,Mr,Male,1,Married,8,2019-07-15,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
665,3957,Toy Toy,Mr,Male,1,Single,7,2018-06-18,0000-00-00,Inactive,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1994
666,4345,Annamarie Cartwright,Mr,Male,1,Married,80,2018-10-17,\N,Inactive,2/29/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1985
667,4768,Stanley Zulauf,Mr,Male,1,Married,6,2019-06-03,10/21/2021,Inactive,10/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1983
668,2971,Hobart Stracke,Mr,Male,1,Single,36,2017-03-20,8/8/2021,Inactive,8/8/2021,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1986
670,4858,Mrs Shanna Pagac,Mr,Male,1,Married,22,2019-09-12,0000-00-00,Inactive,9/28/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1987
671,4688,Karen Sipes,Mr,Male,3,Single,6,2019-05-15,\N,Inactive,8/12/2021,\N,\N,Staff,Contarct Basis,Hindu,Project Manager,1991
672,4907,Dr Megane Stoltenberg,Mr,Male,5,Married,24,2019-11-01,0000-00-00,Inactive,7/6/2020,\N,\N,Staff,Contarct Basis,Muslim,Driver,1976
673,4915,Thurman Greenfelder,Mr,Male,5,Married,73,2019-11-18,\N,Active,\N,673,\N,Staff,Contarct Basis,Muslim,Resident Engineer,1978
674,2776,Lionel Hettinger,Mr,Male,1,Married,48,2016-11-29,\N,Inactive,9/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1981
675,3620,Elian Oberbrunner,Mr,Male,1,Married,37,2017-12-16,0000-00-00,Inactive,9/15/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1980
676,4708,Loraine Schmeler,Mr,Male,1,Single,31,2019-04-22,\N,Inactive,4/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
677,3930,Manuel Rau,Mr,Male,1,Married,55,2019-01-01,6/30/2021,Inactive,6/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1976
678,3933,Prof Barney Carroll Sr,Mr,Male,1,Single,31,2019-01-01,12/28/2020,Inactive,12/28/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
680,4510,Prof Rowena Skiles,Mr,Male,1,Married,31,2019-01-01,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
682,169036,Oleta Schroeder,Mr,Male,1,Married,31,2020-12-06,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1955
683,4516,America Haley,Mr,Male,1,Married,55,2019-01-01,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1991
684,55,Nathen Langosh MD,Mr,Male,1,Married,22,1998-06-25,1/16/2021,Inactive,1/16/2021,\N,\N,Staff,Permanant,Buddhist,Technical Officer,1978
685,4521,Mr Efren Langworth Jr,Mr,Male,1,Married,31,2019-01-01,11/28/2020,Inactive,11/28/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
686,4537,Lacey Paucek,Mr,Male,1,Married,31,2019-02-01,\N,Inactive,9/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954
689,4776,Mrs Bessie Schultz,Mr,Male,1,Married,99,2019-06-24,0000-00-00,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Resident Site Engineer,1959
690,4777,Miss Wanda Bayer,Mr,Male,1,Married,7,2019-06-24,2/10/2022,Inactive,2/10/2022,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1974
691,4813,Irving Paucek,Mr,Male,1,Single,22,2019-03-07,\N,Inactive,12/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
692,4857,Dr Marion Borer,Mr,Male,1,Married,6,2019-01-08,0000-00-00,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1987
693,50016,Prof Sienna Quigley,Mr,Male,1,Married,99,2019-03-10,\N,Inactive,4/2/2020,\N,\N,Staff,Contarct Basis,Buddhist,Resident Site Engineer,1955
695,4615,Chanel Spencer,Mr,Male,1,Married,31,2019-02-01,11/25/2020,Inactive,11/25/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965
697,4742,Cletus Bayer Sr,Mr,Male,1,Married,31,2019-05-01,8/31/2021,Inactive,8/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
698,4977,Dr Dashawn Bailey,Mr,Male,1,Married,122,2020-06-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1958
699,2815,Weston Prohaska III,Mr,Male,1,Married,22,2016-12-22,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986
700,70087,Alejandra Kreiger,Mr,Male,1,Single,122,2019-09-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1991
701,5150,Prof Marlin Adams,Mr,Male,1,Single,31,2021-01-01,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992
702,75127,Fausto Konopelski,Mr,Male,1,Married,122,2019-10-09,11/22/2020,Inactive,11/22/2020,\N,\N,Labour,Contarct Basis,Buddhist,Security,1961
703,75128,Cali Jacobson,Mr,Male,1,Married,122,2019-10-10,3/30/2021,Inactive,3/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Security,1981
709,3952,Leif Konopelski,Mr,Male,1,Single,48,2018-06-01,2/24/2022,Inactive,2/24/2022,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1994
710,5020,Prof Norma Osinski MD,Mr,Male,1,Single,31,2020-01-08,11/24/2020,Inactive,11/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
711,4341,Brandt Satterfield,Mr,Male,1,Married,24,2018-10-10,\N,Inactive,6/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1972
712,4398,Hope White,Mr,Male,5,Single,65,2018-11-12,6/30/2022,Inactive,6/30/2022,\N,\N,Staff,Contarct Basis,Muslim,Design Engineer,1994
713,4574,Wilburn Gleason,Mr,Male,1,Single,86,2019-02-25,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,QA/QC Engineer,1993
715,4723,Dr Ward Pagac,Mr,Male,1,Single,33,2019-06-10,10/18/2021,Inactive,10/18/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1992
716,50000,Prof Vickie Oberbrunner I,Mr,Male,3,Married,6,2020-04-01,12/12/2020,Inactive,12/12/2020,716,\N,Staff,Contarct Basis,Hindu,Project Manager,1962
717,50004,Mrs Veronica Ziemann,Miss,Female,1,Single,125,2020-07-10,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993
719,5056,Emilio Lebsack,Mr,Male,1,Married,31,2020-02-02,3/30/2021,Inactive,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
718,50005,Dr Jessy Schmidt,Miss,Female,1,Single,125,2020-07-03,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1996
720,50009,Danial Hyatt,Miss,Female,1,Single,125,2018-05-14,0000-00-00,Inactive,9/4/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993
721,5057,Alexandro Marvin DDS,Mr,Male,1,Married,31,2020-02-03,12/19/2020,Inactive,12/19/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967
724,4937,Clementine Lehner,Ms,Female,1,Married,22,2020-01-01,7/31/2021,Inactive,7/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1970
726,4947,Ramiro Leffler,Mr,Male,1,Married,24,2020-02-07,0000-00-00,Inactive,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1978
728,4944,Dr Candelario Douglas Jr,Mr,Male,1,Married,22,2020-02-06,5/10/2021,Inactive,5/10/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
729,169011,Miss Allison Tillman,Mr,Male,1,Married,124,2020-03-02,\N,Inactive,6/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1964
730,3878,Katarina Wintheiser,Mr,Male,5,Single,27,2018-04-18,0000-00-00,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Muslim,Supervisor,1993
731,4400,Letha Gleason,Mr,Male,1,Single,51,2018-11-12,3/22/2021,Inactive,3/22/2021,\N,\N,Staff,Contarct Basis,Buddhist,Helper - JCB,2000
733,4431,Katrina Effertz,Mr,Male,1,Married,80,2019-01-01,0000-00-00,Inactive,7/18/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1985
734,4771,Dorcas Wuckert,Mr,Male,3,Married,33,2019-06-12,\N,Inactive,2/25/2021,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1987
735,4952,Miss Chanelle Corkery I,Mr,Male,3,Single,36,2020-02-24,7/17/2021,Inactive,7/17/2021,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1991
736,1073,Benjamin Cronin,Mr,Male,1,Married,8,2010-06-07,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987
737,4925,Herminia Feest,Mr,Male,1,Married,64,2019-11-26,0000-00-00,Inactive,9/15/2020,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1976
738,194050,Shakira Wiegand,Mr,Male,1,Married,1,2021-01-01,9/30/2021,Inactive,9/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1978
739,4709,Jadyn Lang,Mr,Male,1,Married,31,2019-04-02,9/2/2021,Inactive,9/2/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
740,4710,Dr Jackie Schumm I,Mr,Male,1,Married,31,2019-04-02,3/24/2021,Inactive,3/24/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974
741,70006,Precious Kemmer,Mr,Male,1,Single,31,2020-06-01,6/28/2022,Inactive,6/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
742,194054,Josie Gutkowski,Mr,Male,1,Married,31,2020-12-26,2/27/2021,Inactive,2/27/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
743,194055,Prof Bertha Emard Sr,Mr,Male,1,Married,31,2020-12-15,2/25/2021,Inactive,2/25/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
744,194028,Shanny Kohler MD,Mr,Male,1,Married,1,2020-09-07,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1975
747,2924,Craig Gutmann,Mr,Male,1,Single,7,2017-02-01,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1994
749,75099,Miss Frances Barton IV,Mr,Male,1,Married,135,2019-10-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Wacher,1951
750,75231,Dallin Feeney,Mr,Male,1,Married,37,2019-12-08,\N,Inactive,8/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Driver-Tractor,1958
751,194001,Kristina Bahringer,Mr,Male,1,Married,43,2020-01-04,\N,Inactive,4/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1978
752,194003,Mr German Spinka DDS,Mr,Male,1,Single,31,2020-02-05,\N,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
753,661,Dr Marco Casper,Mr,Male,1,Married,102,2007-05-14,0000-00-00,Inactive,2/28/2020,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver,1963
754,4437,Herman Cronin,Mr,Male,1,Single,31,2019-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
755,4622,Lorine Grimes,Mr,Male,1,Married,31,2019-02-27,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974
756,182001,Adah Tromp,Mr,Male,3,Married,123,2020-01-01,\N,Inactive,3/21/2020,\N,\N,Labour,Contarct Basis,Hindu,Carpenter,1979
757,5013,Lisa Jaskolski,Mr,Male,1,Married,123,2020-07-01,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Carpenter,1979
758,182004,Leon Trantow,Ms,Female,1,Married,29,2020-02-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1973
760,179022,Myrtle Hammes,Mr,Male,1,Married,30,2020-12-07,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1967
761,4974,Vanessa Tremblay IV,Mr,Male,1,Single,38,2020-06-01,5/17/2022,Inactive,5/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Office Assistant,1993
762,70028,Hulda Leannon III,Mr,Male,1,Married,134,2019-07-01,12/19/2020,Inactive,12/19/2020,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,1952
764,75232,Nelson Considine,Mr,Male,1,Single,31,2019-12-28,0000-00-00,Inactive,3/19/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
765,75233,Prof Garret Blanda I,Mr,Male,1,Single,31,2019-12-28,\N,Inactive,3/19/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
767,5022,Sierra Marks,Mr,Male,1,Married,31,2020-01-22,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
770,191001,Elenor Nitzsche,Mr,Male,1,Married,31,2020-02-12,\N,Inactive,7/21/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964
772,3977,Theron Nader,Mr,Male,3,Single,31,2020-01-01,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1990
776,75008,Ms Trisha Barrows DVM,Mr,Male,1,Single,55,2019-10-28,12/12/2020,Inactive,12/12/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1997
777,196039,Evert Christiansen,Mr,Male,1,Single,31,2020-08-14,\N,Inactive,9/22/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
778,4989,Rosina Feil DVM,Mr,Male,1,Married,31,2020-06-01,6/8/2022,Inactive,6/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961
780,75230,Jean Stanton,Mr,Male,1,Single,31,2019-12-20,\N,Inactive,9/9/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
781,3980,Janessa Powlowski,Mr,Male,4,Married,31,2019-01-01,3/20/2022,Inactive,3/20/2022,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1990
782,5288,Dr Amara Leffler,Mr,Male,4,Single,31,2020-03-11,0000-00-00,Active,\N,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,2000
783,4187,Kassandra Gerlach,Mr,Male,3,Single,31,2019-01-01,1/9/2022,Inactive,1/9/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2000
784,4189,Dale Kuhn,Mr,Male,3,Married,31,2019-01-01,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1954
785,4277,Dr Garth Gerlach,Mr,Male,3,Married,31,2019-01-01,\N,Inactive,3/7/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1965
788,4291,Mr Garrett Bernier,Mr,Male,4,Married,31,2019-01-01,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1961
789,4372,Alexandrea Cormier V,Mr,Male,3,Single,31,2019-01-01,\N,Inactive,3/6/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1996
791,4593,Porter Renner,Mr,Male,4,Single,31,2019-02-01,\N,Inactive,2/28/2021,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,2000
794,70036,Jennyfer Waelchi III,Mr,Male,4,Married,31,2019-07-01,0000-00-00,Inactive,12/31/2019,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1966
796,4805,Gustave Balistreri Sr,Mr,Male,3,Single,31,2019-06-01,\N,Inactive,7/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1995
798,4443,Wilfrid Smitham,Mr,Male,1,Married,31,2018-12-15,8/20/2021,Inactive,8/20/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
799,4444,Gage Deckow III,Mr,Male,1,Married,31,2019-01-01,0000-00-00,Inactive,7/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
801,4506,Amber Mitchell,Mr,Male,1,Single,31,2019-09-01,9/21/2021,Inactive,9/21/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983
802,4786,Dr Cristal Collier Jr,Mr,Male,1,Married,1,2019-06-01,0000-00-00,Inactive,7/26/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1980
803,75112,Mozell Cremin,Mr,Male,1,Married,31,2019-10-27,\N,Inactive,5/21/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992
805,5171,Dave DuBuque DDS,Mr,Male,1,Married,31,2021-02-01,4/22/2021,Inactive,4/22/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
806,5172,Pinkie Harber,Mr,Male,1,Single,31,2021-02-01,4/22/2021,Inactive,4/22/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
808,4972,Katelyn Mitchell,Mr,Male,3,Single,122,2020-06-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Hindu,Security,1985
809,4973,Libbie Price PhD,Mr,Male,3,Married,31,2019-07-01,10/9/2022,Inactive,10/9/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1978
810,5140,Elza Bode,Mr,Male,3,Married,31,2019-07-01,8/20/2021,Inactive,8/20/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1960
811,70021,Miss Libby Dibbert,Mr,Male,4,Married,31,2019-07-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1966
812,70022,Sarina Weber,Mr,Male,4,Married,1,2019-07-01,\N,Inactive,6/13/2020,\N,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1992
813,199061,Sherwood Padberg,Mr,Male,1,Married,30,2020-12-10,12/24/2021,Inactive,12/24/2021,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1975
814,70041,Dr Noble Bruen,Mr,Male,3,Married,122,2019-07-01,0000-00-00,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Security,1981
816,5143,Connie Murazik,Mr,Male,3,Single,31,2019-08-01,8/21/2021,Inactive,8/21/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1998
817,199042,Gerda Hoppe,Mr,Male,3,Single,30,2019-10-18,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1998
823,5068,Nolan Mann,Mr,Male,3,Married,31,2020-02-11,12/25/2020,Inactive,12/25/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1972
825,195010,Prof Jayden Vandervort PhD,Mr,Male,3,Married,31,2020-02-13,\N,Inactive,3/8/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1975
826,195011,Miss Fabiola Morissette,Mr,Male,4,Single,31,2020-02-11,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1996
827,70152,Lowell Lang,Mr,Male,3,Married,30,2019-09-06,\N,Inactive,5/18/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1981
